Country,City,AQI_value,AQI_category,CO_AQI_value,CO_AQI_category,Ozone_AQI_value,Ozone_AQI_category,NO2_AQI_value,NO2_AQI_category,PM2_5_AQI_value,PM2_5_AQI_category,latitude,longitude,Description
Honduras,La Paz,74,Moderate,1,Good,4,Good,4,Good,74,Moderate,-16.5,-68.15,"""La Paz, officially Nuestra Señora de La Paz, is the seat of government of the Plurinational State of Bolivia. With 755,732 residents as of 2024, La Paz is the third-most populous city in Bolivia. Its metropolitan area, which is formed by La Paz, El Alto, Achocalla, Viacha, and Mecapaca makes up the second most populous urban area in Bolivia, with a population of 2.2 million, after Santa Cruz de la Sierra with a population of 2.3 million. It is also the capital of the La Paz Department."""
Germany,Langerwehe,45,Good,1,Good,24,Good,4,Good,45,Good,50.8167,6.3497,"""Langerwehe is a municipality in the district of Düren in the state of North Rhine-Westphalia, Germany. It is located approximately 10 km west of Düren. It is a twin town of Exmouth, United Kingdom."""
United States of America,Lemont,57,Moderate,2,Good,29,Good,12,Good,57,Moderate,41.6695,-87.9838,"""No description provided"""
Poland,Lipno,36,Good,0,Good,36,Good,0,Good,31,Good,52.85,19.1667,"""No description provided"""
France,Lourdes,32,Good,1,Good,32,Good,1,Good,19,Good,43.095,-0.0453,"""Lourdes is a market town situated in the Pyrenees. It is part of the Hautes-Pyrénées department in the Occitanie region in southwestern France. Prior to the mid-19th century, the town was best known for its Château fort, a fortified castle that rises up from a rocky escarpment at its center."""
United States of America,Lynden,52,Moderate,2,Good,19,Good,13,Good,52,Moderate,48.9502,-122.4545,"""No description provided"""
United Kingdom of Great Britain and Northern Ireland,Maesteg,48,Good,1,Good,21,Good,5,Good,48,Good,51.61,-3.65,"""Maesteg is a town and community in Bridgend County Borough, Wales. Maesteg lies at the northernmost end of the Llynfi Valley, close to the border with Neath Port Talbot. In 2011, Maesteg had a population of 20,612. The English translation of Maesteg is 'fair field'."""
Canada,Magog,57,Moderate,2,Good,9,Good,7,Good,57,Moderate,45.2667,-72.15,"""No description provided"""
Brazil,Manaus,40,Good,1,Good,4,Good,1,Good,40,Good,-3.1,-60.0167,"""Manaus is the capital and largest city of the Brazilian state of Amazonas. It is the seventh-largest city in Brazil, with an estimated 2022 population of 2,063,689 distributed over a land area of about 11,401 km2 (4,402 sq mi). Located at the east centre of the state, the city is the centre of the Manaus metropolitan area and the largest metropolitan area in the North Region of Brazil by urban landmass. It is situated near the confluence of the Negro and Amazon rivers. It is one of the two cities in the Amazon Rainforest with a population of over 1 million people, alongside Belém."""
United States of America,Gloversville,43,Good,1,Good,43,Good,2,Good,35,Good,43.0491,-74.3465,"""Gloversville is a city in the Mohawk Valley region of Upstate New York, United States. The most populous city in Fulton County, it was once the hub of the United States' glovemaking industry, with over 200 manufacturers there and the adjacent city of Johnstown. In 2020, Gloversville had a population of 15,131."""
United States of America,Goleta,42,Good,1,Good,42,Good,6,Good,32,Good,34.4361,-119.8594,"""No description provided"""
United States of America,Fredericksburg,53,Moderate,1,Good,30,Good,4,Good,53,Moderate,38.2992,-77.4872,"""No description provided"""
Germany,Friedrichsdorf,30,Good,0,Good,30,Good,1,Good,26,Good,50.2556,8.6397,"""Friedrichsdorf is a town of the Hochtaunuskreis, some 20 km (12 mi) north of Frankfurt am Main in Hesse, Germany."""
Germany,Dormagen,29,Good,0,Good,25,Good,2,Good,29,Good,51.1,6.8167,"""Dormagen is a town in North Rhine-Westphalia, Germany in the Rhein-Kreis Neuss."""
United States of America,Dover,48,Good,1,Good,35,Good,4,Good,48,Good,39.161,-75.5202,"""Dover is a town and major ferry port in Kent, southeast England. It faces France across the Strait of Dover, the narrowest part of the English Channel at 33 kilometres (21 mi) from Cap Gris Nez in France. It lies southeast of Canterbury and east of Maidstone. The town is the administrative centre of the Dover District and home of the Port of Dover."""
United States of America,East Patchogue,43,Good,1,Good,30,Good,9,Good,43,Good,40.7704,-72.9817,"""East Patchogue is a hamlet and census-designated place (CDP) in the Town of Brookhaven in Suffolk County, on the South Shore of Long Island, in New York, United States. The population was 21,580 at the time of the 2020 census."""
United States of America,Eastpointe,90,Moderate,3,Good,21,Good,18,Good,90,Moderate,42.4657,-82.9461,"""Eastpointe is a city in Macomb County in the U.S. state of Michigan. An inner-ring suburb of Detroit, Eastpointe borders Detroit to the south, roughly 11 miles (17.7 km) northeast of Downtown Detroit. As of the 2020 census, the city had a population of 34,318."""
Spain,El Astillero,42,Good,0,Good,37,Good,0,Good,42,Good,43.4017,-3.8194,"""El Astillero is a town and municipality in the province and autonomous community of Cantabria, northern Spain. It is near the provincial capital of Santander, and it is known for its shipyard, and for hosting of Spanish national Rowing Championships. Its location is geographically defined by the estuaries that surround it. It is located between the municipalities of Camargo, Villaescusa, Piélagos, Medio Cudeyo and Marina de Cudeyo. Located at the foot of Peña Cabarga, is 7.5 kilometres away from the capital, Santander, and is 20 metres above sea level."""
United Kingdom of Great Britain and Northern Ireland,Chelmsford,27,Good,1,Good,21,Good,8,Good,27,Good,51.73,0.48,"""Chelmsford is a city in the City of Chelmsford district in the county of Essex, England. It is the county town of Essex and one of three cities in the county, along with Colchester and Southend-on-Sea. It is located 30 miles north-east of London at Charing Cross and 22 miles south-west of Colchester. The population of the urban area was 110,625 in the 2021 Census, while the wider district has 181,763."""
Ukraine,Chernivtsi,75,Moderate,1,Good,37,Good,1,Good,75,Moderate,48.3,25.9333,"""Chernivtsi is a city in southwestern Ukraine on the upper course of the Prut River. Formerly the capital of the historic region of Bukovina, which is now divided between Romania and Ukraine, Chernivtsi serves as the administrative center for the Chernivtsi urban hromada, the Chernivtsi Raion, and the oblast itself. In 2022, the Chernivtsi population, by estimate, is 264,298, and the latest census in 2001 was 240,600."""
France,Cognac,46,Good,1,Good,25,Good,2,Good,46,Good,45.6958,-0.3292,"""Cognac is a variety of brandy named after the commune of Cognac, France. It is produced in the surrounding wine-growing region in the departments of Charente and Charente-Maritime."""
India,Contai,171,Unhealthy,2,Good,66,Moderate,1,Good,171,Unhealthy,21.78,87.75,"""Contai popularly known as Kanthi is a coastal and subdivisional city and a municipality in Purba Medinipur district, West Bengal, India. It is the headquarters of the Contai subdivision."""
Mexico,Coyotepec,166,Unhealthy,3,Good,11,Good,14,Good,166,Unhealthy,19.7756,-99.2056,"""No description provided"""
Ecuador,Cuenca,18,Good,1,Good,4,Good,2,Good,18,Good,-2.8974,-79.0045,"""No description provided"""
Netherlands,Dalfsen,32,Good,0,Good,32,Good,1,Good,28,Good,52.5,6.25,"""Dalfsen is a municipality and a town in the Salland region of the Dutch province of Overijssel. The municipality of Dalfsen was increased to its current size on 1 January 2001 through the amalgamation of the municipalities of Nieuwleusen and Dalfsen. A variety of Sallands is spoken here by segment of the population."""
India,Dibrugarh,33,Good,1,Good,23,Good,1,Good,33,Good,27.48,95.0,"""Dibrugarh is a city in Upper Assam with sprawling tea gardens. It is located 435 kms East from the state capital of Dispur. It serves as the headquarters of Dibrugarh district in the state of Assam in India. Dibrugarh serves as the headquarters of the Sonowal Kachari Autonomous Council, which is the governing council of the Sonowal Kachari tribe. The historic town of Dibrugarh was formally announced as 2nd City of Assam on 7 March 2024 with the formation of Dibrugarh Municipal Corporation by dissolving The Municipal Board"""
United States of America,Dodge City,54,Moderate,1,Good,24,Good,3,Good,54,Moderate,37.7611,-100.0182,"""Dodge City is a city in and the county seat of Ford County, Kansas, United States. As of the 2020 census, the population of the city was 27,788. It was named after nearby Fort Dodge, which was named in honor of Grenville Dodge. The city is known in American culture for its history as a wild frontier town of the Old West."""
Sri Lanka,Dambulla,51,Moderate,0,Good,22,Good,0,Good,51,Moderate,7.8578,80.6525,"""Dambulla is a city situated in the north of Matale District, in Sri Lanka's Central Province. It is the second largest populated and urbanised centre after Matale in the Matale District. It is situated 148 km (92 mi) north-east of Colombo, 43 km (27 mi) north of Matale and 72 km (45 mi) north of Kandy. Due to its location at a major junction, it is the centre of major vegetable distribution in the country."""
Japan,Ise,41,Good,1,Good,41,Good,1,Good,16,Good,34.4833,136.7167,"""No description provided"""
Brazil,Itabira,52,Moderate,1,Good,7,Good,3,Good,52,Moderate,-19.6189,-43.2269,"""Itabira is a Brazilian municipality and a major city in the state of Minas Gerais. The city belongs to the Belo Horizonte metropolitan area mesoregion and to the Itabira microregion."""
United States of America,Hillsboro,38,Good,1,Good,24,Good,8,Good,38,Good,45.5273,-122.936,"""No description provided"""
Paraguay,San Juan Bautista,24,Good,0,Good,20,Good,0,Good,24,Good,-26.6333,-57.1667,"""No description provided"""
Romania,Santana,73,Moderate,1,Good,34,Good,1,Good,73,Moderate,-0.035,-51.175,"""No description provided"""
Brazil,Parelhas,35,Good,0,Good,18,Good,1,Good,35,Good,-6.6878,-36.6578,"""Parelhas is a municipality in the state of Rio Grande do Norte in the Northeast region of Brazil."""
United States of America,Parma Heights,42,Good,1,Good,39,Good,3,Good,42,Good,41.3865,-81.7637,"""Parma Heights is a city in Cuyahoga County, Ohio, United States. The city's population was 20,863 as of the 2020 census. A suburb of Cleveland, it is a part of the Cleveland metropolitan area. Parma Heights is surrounded on the north, east and south by the larger city of Parma. The cities of Brook Park and Middleburg Heights form most of the western border."""
Indonesia,Pasuruan,99,Moderate,1,Good,43,Good,1,Good,99,Moderate,-7.6406,112.9065,"""Pasuruan is a city in East Java Province of Java, Indonesia. It had a population of 186,262 at the 2010 Census and 208,006 at the 2020 Census; the official estimate as at mid 2023 was 212,466."""
Italy,Paterno,50,Good,1,Good,40,Good,1,Good,50,Good,37.5667,14.9,"""No description provided"""
India,Pauri,79,Moderate,2,Good,79,Moderate,1,Good,69,Moderate,30.15,78.78,"""Pauri is a town and a municipal board in Pauri Garhwal district in the Indian state of Uttarakhand. Pauri is the seat of the Divisional Commissioner of the Garhwal Division."""
Brazil,Pedreiras,53,Moderate,2,Good,1,Good,2,Good,53,Moderate,-4.5696,-44.67,"""No description provided"""
United States of America,Pierre,45,Good,1,Good,12,Good,4,Good,45,Good,44.3748,-100.3205,"""Pierre is a masculine given name. It is a French form of the name Peter. Pierre originally meant 'rock' or 'stone' in French. It is a translation of Aramaic כיפא (Kefa), the nickname Jesus gave to apostle Simon Bar-Jona, referred in English as Saint Peter. Pierre is also found as a surname."""
United States of America,Plano,62,Moderate,1,Good,22,Good,5,Good,62,Moderate,33.0502,-96.7486,"""No description provided"""
Italy,Pompei,61,Moderate,1,Good,61,Moderate,2,Good,49,Good,40.75,14.5,"""Pompei, also known in English as Pompeii after the name of the ancient city, is a city and comune in the Metropolitan City of Naples, Italy. It contains the ancient Roman ruins of Pompeii, a UNESCO World Heritage Site."""
Ghana,Sekondi,70,Moderate,1,Good,20,Good,0,Good,70,Moderate,4.9433,-1.704,"""Sekondi-Takoradi is a city in Ghana comprising the twin cities of Sekondi and Takoradi. It is the capital of Sekondi-Takoradi Metropolitan District and the Western Region of Ghana. Sekondi-Takoradi is the region's largest city as well as an industrial and commercial center with a population of 245,382 people, according to the 2021 census. Since 2021 the mayor of the city and the metropolitan area has been Abdul-Mumin Issah. Kwabena Okyere Darko-Mensah is the current member of parliament for Takoradi and Armah Blay Nyameke for Sekondi."""
